id,user_id,category_id,title,content,status,view_count,created_at,updated_at,deadline_at
83726,1002,6,友人の奥さんの不倫を友人本人に教えるべきでしょうか？,"<p>友人の奥さんの不倫を友人本人に教えるべきでしょうか？</p>
<p>知らなくていいこともある傷つかないとはいえ、その男友達に会って奥さんののろけ話なんかを聞いてしまうと何だかな・・・という気持ちになります。</p>
<p>バレるのも時間の問題かなというくらい堂々と浮気しているので、その内気づくとは思うのですが。</p>
<p>友達だけどやっぱり他人の家のことと思って本人が気づくまでそっとしておくべきですよね？</p>",published,0,2025-09-21 01:35:47+00,2025-11-24 07:03:13+00,
83737,1005,6,友達が不倫しても、友達関係を続けますか？,<p>友達が不倫しても、友達関係を続けますか？しかもダブル不倫。会うたびに不倫相手の話を聞かされてウンザリしています。</p>,published,0,2025-09-21 13:10:33+00,2025-11-14 07:58:41+00,
83812,1009,7,彼氏が女友だちと二人で食事に行くことを容認しますか？,"<p>年下の彼はすごく優しくて、会えば「可愛い」「素敵」「好きだよ」など言ってくれるんですが、誰にでも優しくて、他の人にも同じような事を言ってるのではないかと疑ってしまいます。<br />
女友達も多くて、未だに女友達と2人で会ったりもしてるみたいで心配です。<br />
皆さんは彼氏が女友達と2人で食事に行く事を容認していますか？</p>",published,0,2025-09-23 01:20:53+00,2025-11-24 07:03:13+00,
84184,1008,1,自分が好きな人と自分を好きになってくれた人、どっちと付き合うのが幸せですか？,"<p>そのままの君が好きだよと言ってくれる人と、この人の好きな人間になろうと思える人、どちらの人と一緒になるのが幸せなのでしょうか。</p>
<p>前者のタイプの人と付き合えば、限りなく自己肯定感は高く、幸せかもしれません。ですが、自分自身何も成長はなく、現状に甘んじてしまいます。</p>
<p><br />
逆に後者のタイプの人と付き合えば、その人に求められる人間になるために、化粧やファッション、ダイエット、料理‥努力をすることで、スキルアップできるかもしれません。</p>
<p>ですが、自己肯定感は低く、自信のなさからネガティブな考えに陥ってしまいます。</p>
<p>どちらのタイプの方と付き合う方が、幸せになれるのでしょうか？</p>
<p></p>",published,0,2025-09-29 16:39:57+00,2025-11-24 07:03:12+00,
84392,1009,7,初デートで相手のどこをチェックしますか？,"初デートで相手のどこをチェックしますか？
1回目のデートをしても2回目のデートに繋がらない。1回目のデートで女性は男性のどこを見ているのでしょうか？",published,0,2025-10-05 12:42:37+00,2025-11-24 07:03:11+00,
84404,1002,14,一度振られた人に二度目のアタックするのはアリですか？,<p>一度振られても諦められずに二度と三度とアタックするのはアリですかナシですか？</p>,published,0,2025-10-06 05:11:41+00,2025-11-24 07:03:11+00,
105758,1007,2,結婚している方は自分の部屋をもっていますか？,<p>今は仕事をしていないのですが、いずれ復職した際のために、私室が欲しいと思っています。東京と地方でも違ってくるかと思いますが。</p>,published,0,2025-05-19 08:48:54+00,2025-11-24 07:02:37+00,
84635,1008,14,元恋人からもらったプレゼントを使い続けますか？,"<p>未練タラタラです(;´∀｀)ｗものに罪はないですよね、使っていてもいいのでしょうか。それとも処分するべきでしょうか？</p>
<p><img src=""https://anke.jp/wp-content/uploads/2019/10/201911_84635-.jpg"" alt="""" class=""alignnone size-full wp-image-102184"" width=""475"" height=""1407"" /></p>",published,0,2025-10-08 21:13:21+00,2025-11-24 07:03:10+00,
101975,1003,12,初めて告白されたのはいつですか？,"<p>まだ１度も告白されたことがありません。<br />
<br />
周りの友達は何度か告白されたことがあるようです。（言ったら悪いですがモテなさそうな人が意外にも…）<br />
<br />
またまた本当に言ったら悪いですが、その友達が告白されるなら私も告白されても良いんじゃないかって思うくらいです。</p>",published,0,2025-01-11 02:29:08+00,2025-11-24 07:03:07+00,
102072,1009,12,初デートで男性からサイゼリヤに誘われたら行きますか？,"<p>告白されて付き合うことになった彼氏に、初デートでサイゼリヤに誘われました。</p>
<p>友達に話したら、絶対軽く見られてるって言われたんですけど、どうなんでしょうか？</p>
<p>ちなみに彼氏は25歳で、勤続3年目の営業職です。<a href=""https://anke.jp/84152.html""></a></p>",published,0,2025-01-15 06:31:23+00,2025-11-24 07:03:06+00,
102378,1001,7,彼に月額いくらお金をかけて欲しいですか？,<p>デート代も含みます。投票とコメントをお待ちしております。</p>,published,0,2025-01-24 07:58:35+00,2025-11-24 07:03:05+00,
102382,1003,2,結婚までの交際期間はどれくらい必要ですか？,"<p>よく交際期間が短いと離婚率が高いと言われたりしますが、皆さんはどれくらいの期間が必要だと思いますか？</p>
<p>投票とコメントをお待ちしております。</p>",published,0,2025-01-24 08:12:16+00,2025-11-24 07:03:05+00,
102670,1005,2,「お見合い結婚」のイメージはどれ？,"<p>言葉の意味は年代によって変わりますね。</p>
<p>お見合い結婚の意味も大きく変わっているような気がします。</p>
<p>解釈が人それぞれ違うのではないでしょうか？</p>
<p>ぜひご意見お聞かせください。</p>",published,0,2025-02-06 01:52:29+00,2025-11-24 07:03:04+00,
104199,1007,2,結婚に前向きになれない原因は何ですか？,"<p>結婚に前向きになれない原因は何ですか？</p>
<p>詳しいコメントもお待ちしております。</p>
<p></p>
<p></p>",published,0,2025-02-17 17:46:34+00,2025-11-24 07:03:04+00,
104086,1003,4,合コンで成功するには何が必要だと思いますか？,"<p>私は一人に相手を絞り込むことだと思っています。時間があまりないから、話す相手はすぐに決めていくのが良いと思います。</p>
<p>結構、可愛さアピールしすぎて、全員の相手に愛嬌をふりまいて空振りしちゃう女性って案外多い気もします。</p>
<p>皆さんはどうですか？リアルなコメント待ってます！</p>
<p></p>",published,0,2025-03-13 05:31:08+00,2025-11-24 07:03:03+00,
100748,1001,16,遠距離恋愛した方に質問ですが、結果はどうなりましたか？,"<p>以下のアンケートに答えて、あなたのエピソードを教えて下さい！</p>
<p>私は東京にいて、夫は鹿児島で2年も遠距離恋愛してました。</p>
<p>全然会えずしびれを切らして、飛行機で鹿児島まで行った際にその日に空港でプロポーズをしてもらえました。</p>",published,0,2025-12-01 08:27:08+00,2025-11-24 07:01:25+00,
104990,1003,14,この男は無理だなと感じる瞬間ありますか？,"<p>この男無理だなと感じる瞬間は？付き合う前でも付き合った後でも構いません。<br />
私は男性の店員さんに横暴な態度をする瞬間がとても無理です。</p>",published,0,2025-05-09 12:22:46+00,2025-11-24 07:03:00+00,
105360,1010,2,結婚相手の理想の学歴は次のうちどれですか？,"<p>私はMARCH卒、彼は高卒です。先日、大学時代の先輩（既婚者）と飲んでいて、私の彼の学歴の話になり、「価値観や子どもの進路にも影響してくるから、学歴は同レベルのほうがいい」と言われて、モヤモヤしています。</p>
<p>結婚相手の学歴ってそんなに重要ですか？　学歴を重視する方、しない方、それぞれの考えをお聞きしたいです。</p>",published,0,2025-05-18 02:33:48+00,2025-11-24 07:02:39+00,
106488,1010,10,恋人や旦那さんとどこで出会いましたか？,"<p>恋人や夫さんとどこで出会いましたか？<br />
<br />
29歳婚活女子です。毎日職場と家の往復でまったく出会いがなく焦っています。<br />
<br />
彼氏がいる方は皆さんどこで出会っていますか？　<br />
出会った場所や付き合うまでの流れなどを教えてください！！</p>",published,0,2025-06-02 06:39:39+00,2025-11-24 07:02:35+00,
107123,1007,2,結婚相手の男性に求める外せない条件は何ですか？,<p>結婚相手の男性に求める外せない条件は何ですか？</p>,published,0,2025-06-11 01:42:31+00,2025-11-29 14:56:08+00,
107196,1007,6,配偶者に不倫・浮気されたらどうしますか？,"<p>配偶者に不倫・浮気されたらどうしますか？</p>
<p>不倫報道が出るたびに思うのですが、不倫されたら自分ならどうする？<br />
離婚を選ぶ人多いのかな？</p>",published,0,2025-06-11 07:12:23+00,2025-11-14 07:58:39+00,
107200,1010,6,実は浮気したことありますっていう人いますか？,"実は浮気したことありますっていう人いますか？<br />
私は過去にしてしまったことがあって、最悪の結末だったのでもう絶対にしません。<br />
バレなければなんてことはなくてやっぱりバレるもの！<br />
",published,0,2025-06-11 07:17:47+00,2025-11-24 07:02:34+00,
107212,1006,2,現在の配偶者と結婚してよかったと思いますか？,"<p>現在の配偶者と結婚してよかったと思いますか？</p>
<p>結婚して幸せ～！！という方が周りにあまりいないのですが、結婚してよかったと思いますか？</p>
<p></p>
<p></p>",published,0,2025-06-11 10:10:10+00,2025-11-24 07:02:33+00,
107216,1005,14,女目線でどのタイプの女の子が第一印象でモテると思いますか？,"<p>男と女の可愛いとかモテそうって結構違いますよね。<br />
女目線でどのタイプの女の子が第一印象でモテると思いますか？</p>",published,0,2025-06-11 11:51:10+00,2025-11-14 07:58:39+00,
107305,1008,14,コロナが完全に収束してない中、男女の飲み会に誘われたら行く？,"<p>コロナが完全に収束してない中、男女の飲み会に誘われたら行く？<br />
都内、人数は6人～10人と想定して下さい。</p>",published,0,2025-06-12 03:00:15+00,2025-11-24 07:02:32+00,
107388,1009,2,恋人と別れた原因はなんでしたか？,"<p>好きで付き合ったはずなのに、いつか別れがきますよね。結婚とかまた別の話ですけど。<br />
恋人と別れた原因はなんでしたか？</p>",published,0,2025-06-12 11:46:20+00,2025-11-24 07:02:32+00,
108737,1003,6,新しい彼と元彼の職場が一緒だったという経験ある？,"<p>新しい彼と元彼の職場がたまたま一緒という地獄を経験した人集まれ！<br />
<br />
わたしの話を聞いてください。<br />
<br />
わたしがお付き合いしていた男性は<br />
海外勤務が多く、ある時ぱったり連絡が途絶えました。<br />
5ヶ月がたったころ、<br />
振られたのだろう、、、と好きだったけど、<br />
気持ちを切り替えなきゃと婚活パーティーにでかけ、<br />
そこで知り合った人とお付き合いしました。<br />
<br />
すると、元彼から連絡があり、今彼と元彼が同じ職場にいることを知りました。職種は違うのに。どうやら写真を見せてという会話になりあれ、彼女が一緒じゃんって話しになったらしい。想像するだけで気まずい。<br />
すると何故か今彼と連絡が取れなくなりました。そして元彼が彼氏ずらをするようになり、ずっと付き合ってたから私が浮気したことで話しがまとまったらしい。<br />
何故か今彼と元彼で話しが勝手について私は話しにすら入れてもらえずに浮気した女ということでまとまっていました。<br />
<br />
そのときのトラウマで、付き合うと一時的に連絡取れなくなっても完全に相手が納得してもらわないとというポリシーを持って付き合うようになりました時間ばっかりかかって結婚はどこえやら。</p>",published,0,2025-07-02 16:35:56+00,2025-11-24 07:02:22+00,
107506,1002,14,学歴も職歴も無い遊び人について、どう思います？,"学歴も職歴も無い遊び人について、どう思います？<br />
中学を卒業した後、進学も就職もせずに親から金をせびって遊び<br />
暮らしてる青年がいます。<br />
彼はハローワークで仕事を探したことも一回もありませんし、<br />
資格を取るための勉強すらしたことがありません。<br />
ただ、ひっかかるのは働く気が全く無いのに、<br />
「オレ、生きていくのに学歴なんて関係ねえと思うわ。<br />
学歴社会なんてもう終わってるんだよ」<br />
と言ったり<br />
「オレ、ペット関係の仕事に興味あるんだよね」とか、<br />
「とび職だったら学歴無くてもできるよ。給料だって良いしさ」<br />
と言ってます。<br />
皆さんはそんな彼に対して、どう思いますか？",published,0,2025-06-16 03:11:05+00,2025-11-24 07:02:31+00,
107569,1006,6,一番利用したことある恋愛相談系掲示板サイトやアプリはなんですか？,"<p>一番利用したことある恋愛相談系掲示板サイトやアプリはなんですか？<br />
<br />
すべて恋愛や不倫などの悩みに関する掲示板サイトやアプリを挙げました。<br />
<br />
どうぞ！</p>",published,0,2025-06-18 02:17:26+00,2025-11-24 07:02:31+00,
108172,1006,6,あなたの周囲で不倫している人はいますか？,"あなたの周囲で不倫している人はいますか？<br />
<br />
鉄板ネタですが、気になるので質問します。",published,0,2025-06-23 17:16:02+00,2025-11-24 07:02:26+00,
108209,1001,14,交際相手にお金を貸したことありますか？,"<p>彼氏に20万円を貸しました。<br />
借用書も書いてくれたのですが少し信頼できていないところもあります...<br />
皆さまはそういう経験ありませんか？</p>",published,0,2025-06-24 04:14:32+00,2025-11-24 07:02:26+00,
108359,1004,6,恋人に浮気された時、どうしましたか？,"<p>2歳年上の彼と交際中の28歳独女です。3カ月前に彼からプロポーズされ、結婚の準備を進めていました。<br />
<br />
ところが先日、ちょっと怪しいなと思う行動があったので、彼のスマホをのぞいてみたら職場の後輩と浮気していたことが発覚。ベッドの中で撮ったふたりのラブラブ写真が残っていて、ショックのあまりその場に崩れ落ちました…。<br />
<br />
彼に問いただすと、「本当に申し訳なかった。（浮気相手の）女性とはしっかり別れるから。もう絶対に浮気なんてしないから、許してほしい」と泣きながら謝罪してきました。<br />
<br />
彼のいうことなので真意はわかりませんが、どうやら浮気相手の女性から言い寄ってきたらしく、お酒に酔った勢いで1度だけホテルに行ってしまったそうなのです…。まだ一度の過ちなのでマシかもしれませんが…。<br />
<br />
それでも、知らない女と彼がベッドの中でいちゃつく写真が目に焼き付いて、頭から離れません。思い出すだけで吐き気がします…。<br />
<br />
もう彼とはお別れすべきでしょうか。それとも許して結婚すべきでしょうか。<br />
<br />
ちなみに彼は大企業勤務、年収1000万を超えてます。性格もよく、結婚相手としては理想なので、浮気の件は目をつぶったほうがいいのか迷っています。<br />
<br />
恋人や夫さんの浮気を許した経験のある方がいらっしゃいましたら、その後どうなったのか、教えていただきたいです。</p>",published,0,2025-06-25 02:46:19+00,2025-11-14 07:58:38+00,
109236,1007,14,彼の誕生日プレゼントはいくらまで出せますか？,"<p>彼氏の誕生日プレゼントは何円まで出せますか？<br />
<br />
私は学生で社会人の彼氏に五万円分のプレゼントを用意しているのですが、周りに貢ぎすぎだと言われます<br />
<br />
皆さんはどうですか？？</p>",published,0,2025-07-09 06:32:54+00,2025-11-24 07:02:20+00,
109240,1001,6,旦那に浮気されないか不安にならないですか？,"夫に浮気されないか不安にならないですか？<br />
まだ新婚なんですが、もう浮気されたらどうしようとか考えてしまいます。<br />
みんなさんどうですか？",published,0,2025-07-09 06:52:36+00,2025-11-24 07:02:20+00,
84152,1004,14,自分の姉の彼を略奪してしまうことは許されますか？,"<p>こんなこと、絶対に誰にも言えない。 姉の彼氏と一線を越えてしまいました。 不快な方はスルーしてください。 私と姉は３つ差で、優しくていつも妹想いの姉が大好きでした。</p>
<p></p>
<p>彼と姉は、学生時代のバイト先で知り合ったそうです。 当時の彼は法科大学院に通っていた学生でした。 今は都内で弁護士をしています。</p>
<p></p>
<p>２人は学生時代から付き合っていて、彼が家にくることもしばしば。 見た目がよく礼儀正しい、その上明るくて話も面白い彼を、両親もとても気に入っていました。</p>
<p></p>
<p>美男美女で、思いやりがあって、優しくて。 誰から見ても、理想的なカップル。 ２人は私をよく遊びに連れて行ってくれました。</p>
<p></p>
<p>ディズニーや海、キャンプ、彼の運転でいろんな場所へ。 私は仲よさそうに話す２人が大好きでした。 いつかお兄ちゃんになってくれる日が来たらいいな、そう思っていたのです。</p>
<p>まさか、私が姉を裏切るなんて、おもってもいませんでした。</p>",published,0,2025-09-27 05:09:03+00,2025-11-24 07:03:12+00,
109090,1003,14,夫婦の会話は1日平均どのぐらい？,"<p>夫婦の会話は1日平均どのぐらい？<br />
<br />
既婚者限定の質問です。意外に口を全くきいていないという意見もあるので気になってアンケートを作りました。</p>",published,0,2025-07-07 23:57:53+00,2025-11-24 07:02:21+00,
109093,1004,14,夫婦喧嘩を誰に相談していますか？,"<p>夫婦喧嘩を誰に相談していますか？<br />
<br />
あまり一人で抱えないほうがよいと思います。</p>",published,0,2025-07-08 00:02:33+00,2025-11-24 07:02:21+00,
109095,1002,2,夫と離婚したいと思ったことがありますか？,"<p>夫と離婚したいと思ったことがありますか？<br />
<br />
女性限定の質問です。長い夫婦生活なのでたまにはあるかもしれません、実際にそう思ったことありますか？</p>",published,0,2025-07-08 00:05:12+00,2025-11-24 07:02:21+00,
109097,1001,2,離婚した理由はなんですか？,"<p>既婚女性に質問です。離婚した理由はなんですか？<br />
<br />
離婚経験者にお尋ねします。離婚原因は何でしたか？</p>",published,0,2025-07-08 00:15:11+00,2025-11-24 07:02:20+00,
109100,1006,14,彼に５万円貸して欲しいって言われたらどうしますか？,"彼氏に５万円貸して欲しいって言われたらどうする？<br />
<br />
普通に会社員として働いていてそれまでそんなこと言ったこともなくて、金額は５万円程度と仮定して下さい。貸す？貸さない？",published,0,2025-07-08 00:40:59+00,2025-11-24 07:02:20+00,
109238,1006,2,付き合ってから何ヶ月でスピード結婚しましたか？,"<p>付き合ってから何か月でスピード結婚しましたか？<br />
<br />
結婚後の夫婦関係とか、離婚された方のエピソードなんかも<br />
コメントで教えていただけると嬉しいです♪</p>",published,0,2025-07-09 06:51:13+00,2025-11-24 07:02:20+00,
109325,1001,14,〇〇系男子ながらどれが一番タイプですか？,"<p>どんな男性がタイプですか？？？</p>
<p>どんな男性がタイプですか？？？<br />
好みの男性のタイプを教えてくださ～い♪</p>
<p>こんな芸能人みたいな人が好きって人がいれば<br />
その人も教えてほしいです♪</p>",published,0,2025-07-10 00:37:38+00,2025-11-24 07:02:17+00,
109679,1002,14,あなたのお付き合いした人数は何人ですか？,"<p>あなたのお付き合いした人数は何人ですか？<br />
<br />
現在の配偶者も含まれます。</p>",published,0,2025-07-16 02:22:17+00,2025-11-24 07:02:17+00,
109693,1009,14,男女カップルの主導権はどれがベスト？,<p>男女カップルの主導権はどれがベスト？</p>,published,0,2025-07-16 02:56:46+00,2025-11-14 07:58:36+00,
109702,1010,14,夫婦の家事負担が現在の状態になった経緯はどれですか？,<p>夫婦の家事負担が現在の状態になった経緯はどれですか？</p>,published,0,2025-07-16 04:32:00+00,2025-11-24 07:02:15+00,
120270,1001,10,夫婦のどちらかが創価学会員で結婚した人で、生活うまくいっていますか？,"夫婦のどちらかが創価学会員で結婚した人で、生活うまくいっていますか？<br />
<br />
私は創価学会３世で、来年、職場で知り合った男性と結婚します。私は熱心な信者でもなく、彼は私のスタンスを理解してくれています。<br />
<br />
うちの母と彼は何度か食事の場でお話しましたが、いつ母が彼を勧誘しないかとても心配です。<br />
<br />
うまくいっている方はその秘訣を教えてください。<br />
<br />
残念ながらうまくいっていない方はその理由や結末まで教えてください。<br />
",published,0,2025-05-19 10:00:48+00,2025-02-26 10:53:18+00,
109705,1005,14,現在の家事負担に満足していますか？,<p>現在の家事負担に満足していますか？</p>,published,0,2025-07-16 04:33:35+00,2025-11-24 07:02:15+00,
109733,1007,14,イケメン男性と普通に話すことできますかか？,<p>イケメン男性と普通に話すことできますか？いつもどおりの自分で普通に話せるかどうかの質問です。</p>,published,0,2025-07-16 12:43:04+00,2025-11-24 07:02:14+00,
109744,1005,6,不倫をしたら、バレる確率は何％だと思いますか？,<p>不倫をしたら、バレる確率は何％だと思いますか？</p>,published,0,2025-07-17 00:34:14+00,2025-11-24 07:02:14+00,
109793,1009,14,無料で恋愛相談するなら、どこのサイトを使いますか？,<p>無料で恋愛相談や悩みを打ち明けるとしたら、どこのインターネットサイトを使いますか？</p>,published,0,2025-07-17 03:39:10+00,2025-11-24 07:02:11+00,
109882,1005,1,「童貞」と「チャラ男」、付き合うならどっちがいい？,"<p>「童貞」と「チャラ男」、付き合うならどっちがいい？<br />
<br />
女心がまったくわかっていない童貞男子。<br />
女の扱いには慣れているけど、女性経験は100人以上のチャラ男。<br />
<br />
2人の男性からアプローチされたらどちらを選びますか？<br />
<br />
私は童貞君かな。<br />
嫉妬深い性格なので、経験人数はゼロでもさほど気にしません。</p>",published,0,2025-07-20 00:32:41+00,2025-11-14 07:58:36+00,
109912,1008,6,浮気で別れた相手と縁するのはありですか？,"<p>浮気で別れた相手と縁するのはありですか？<br />
浮気を常習的にするタイプではないと想定して下さい。</p>",published,0,2025-07-20 12:25:58+00,2025-11-24 07:02:09+00,
109929,1006,14,可愛らしいとカッコいい、どちらの30代女性に憧れますか？,<p>30代以降の自分を想像して、いつまでも可愛らしい女性（イメージ深キョン）とカッコいい女性（イメージ菜々緒さん）どちらに憧れる？</p>,published,0,2025-07-21 01:02:20+00,2025-11-24 07:02:09+00,
110249,1007,14,チーズ牛丼を好んで食べる男性と付き合いたいと思いますか？,"<p>チーズ牛丼を好んで食べる男性と付き合いたいと思いますか？<br />
<br />
Twitterで話題になっているので、アンケートを立ててみました。</p>",published,0,2025-07-31 00:23:33+00,2025-11-24 07:02:08+00,
110276,1004,6,彼が風俗にいくことは浮気に入りますか？,"<p>彼氏がメンズエステに通っていることが発覚しました。<br />
付き合い始めた当初から、キャバクラや風俗には行かないで欲しいと伝えています。<br />
彼が風俗にいくことは浮気に入りますか？</p>",published,0,2025-08-01 05:21:05+00,2025-11-24 07:02:07+00,
110344,1001,14,付き合う相手の血液型は何型がいいですか？,<p>付き合う相手の血液型は何型がいいですか？</p>,published,0,2025-08-06 09:21:13+00,2025-11-24 07:02:07+00,
110346,1008,14,付き合いたくない相手の血液型は何型ですか？,"<p>付き合いたくない相手の血液型は何型ですか？<br />
<br />
その理由も教えてください。</p>",published,0,2025-08-06 09:21:47+00,2025-11-24 07:02:07+00,
